Site,Order,Family,Genera,Taxa,Time_Period,Period_Biomass,Mean_Annual_Biomass,PB,Production,Community_PB
Geode Creek,Trichoptera,Limnephilidae,Limnephilus,Limnephilus,Period 6,0,1.48,5,7.42,4.97
Geode Creek,Trichoptera,Limnephilidae,Onocosmoecus ,Onocosmoecus ,Period 1,0,3.01,5,15.07,4.97
Geode Creek,Trichoptera,Limnephilidae,Onocosmoecus ,Onocosmoecus ,Period 2,18.08,3.01,5,15.07,4.97
Geode Creek,Trichoptera,Limnephilidae,Onocosmoecus ,Onocosmoecus ,Period 3,0,3.01,5,15.07,4.97
Geode Creek,Trichoptera,Limnephilidae,Onocosmoecus ,Onocosmoecus ,Period 4,0,3.01,5,15.07,4.97
Geode Creek,Trichoptera,Limnephilidae,Onocosmoecus ,Onocosmoecus ,Period 5,0,3.01,5,15.07,4.97
Geode Creek,Trichoptera,Limnephilidae,Onocosmoecus ,Onocosmoecus ,Period 6,0,3.01,5,15.07,4.97
Geode Creek,Trichoptera,Limnephilidae,Onocosmoecus ,Onocosmoecus uncolor,Period 1,0,1.49,5,7.47,4.97
Geode Creek,Trichoptera,Limnephilidae,Onocosmoecus ,Onocosmoecus uncolor,Period 2,0,1.49,5,7.47,4.97
Geode Creek,Trichoptera,Limnephilidae,Onocosmoecus ,Onocosmoecus uncolor,Period 3,0,1.49,5,7.47,4.97
Geode Creek,Trichoptera,Limnephilidae,Onocosmoecus ,Onocosmoecus uncolor,Period 4,0,1.49,5,7.47,4.97
Geode Creek,Trichoptera,Limnephilidae,Onocosmoecus ,Onocosmoecus uncolor,Period 5,4.48,1.49,5,7.47,4.97
Geode Creek,Trichoptera,Limnephilidae,Onocosmoecus ,Onocosmoecus uncolor,Period 6,0,1.49,5,7.47,4.97
Geode Creek,Trichoptera,Limnephilidae,Pycnopsyche,Pycnopsyche,Period 1,0,2.47,5,12.33,4.97
Geode Creek,Trichoptera,Limnephilidae,Pycnopsyche,Pycnopsyche,Period 2,0,2.47,5,12.33,4.97
Geode Creek,Trichoptera,Limnephilidae,Pycnopsyche,Pycnopsyche,Period 3,0,2.47,5,12.33,4.97
Geode Creek,Trichoptera,Limnephilidae,Pycnopsyche,Pycnopsyche,Period 4,0,2.47,5,12.33,4.97
Geode Creek,Trichoptera,Limnephilidae,Pycnopsyche,Pycnopsyche,Period 5,7.32,2.47,5,12.33,4.97
Geode Creek,Trichoptera,Limnephilidae,Pycnopsyche,Pycnopsyche,Period 6,7.87,2.47,5,12.33,4.97
Geode Creek,Trichoptera,Limnephilidae,,Limnephilidae,Period 1,3.62,4.98,5,24.88,4.97
Geode Creek,Trichoptera,Limnephilidae,,Limnephilidae,Period 2,0,4.98,5,24.88,4.97
Geode Creek,Trichoptera,Limnephilidae,,Limnephilidae,Period 3,26.72,4.98,5,24.88,4.97
Geode Creek,Trichoptera,Limnephilidae,,Limnephilidae,Period 4,1.33,4.98,5,24.88,4.97
Geode Creek,Trichoptera,Limnephilidae,,Limnephilidae,Period 5,0,4.98,5,24.88,4.97
Geode Creek,Trichoptera,Limnephilidae,,Limnephilidae,Period 6,0,4.98,5,24.88,4.97
Geode Creek,Trichoptera,Polycentropodidae,Nyctiophylax,Nyctiophylax,Period 1,4.42,0.37,5,1.84,4.97
Geode Creek,Trichoptera,Polycentropodidae,Nyctiophylax,Nyctiophylax,Period 2,0,0.37,5,1.84,4.97
Geode Creek,Trichoptera,Polycentropodidae,Nyctiophylax,Nyctiophylax,Period 3,0,0.37,5,1.84,4.97
Geode Creek,Trichoptera,Polycentropodidae,Nyctiophylax,Nyctiophylax,Period 4,0,0.37,5,1.84,4.97
Geode Creek,Trichoptera,Polycentropodidae,Nyctiophylax,Nyctiophylax,Period 5,0,0.37,5,1.84,4.97
Geode Creek,Trichoptera,Polycentropodidae,Nyctiophylax,Nyctiophylax,Period 6,0,0.37,5,1.84,4.97
Geode Creek,Trichoptera,Polycentropodidae,Polycentropus ,Polycentropus ,Period 1,0,0.03,5,0.15,4.97
Geode Creek,Trichoptera,Polycentropodidae,Polycentropus ,Polycentropus ,Period 2,0,0.03,5,0.15,4.97
Geode Creek,Trichoptera,Polycentropodidae,Polycentropus ,Polycentropus ,Period 3,0,0.03,5,0.15,4.97
Geode Creek,Trichoptera,Polycentropodidae,Polycentropus ,Polycentropus ,Period 4,0.19,0.03,5,0.15,4.97
Geode Creek,Trichoptera,Polycentropodidae,Polycentropus ,Polycentropus ,Period 5,0,0.03,5,0.15,4.97
Geode Creek,Trichoptera,Polycentropodidae,Polycentropus ,Polycentropus ,Period 6,0,0.03,5,0.15,4.97
Geode Creek,Trichoptera,Rhyacophilidae,Rhyacophila,Rhyacophila brunnea-vemna group,Period 1,108.57,89.74,9.06,812.85,4.97
Geode Creek,Trichoptera,Rhyacophilidae,Rhyacophila,Rhyacophila brunnea-vemna group,Period 2,177.06,89.74,9.06,812.85,4.97
Geode Creek,Trichoptera,Rhyacophilidae,Rhyacophila,Rhyacophila brunnea-vemna group,Period 3,14.16,89.74,9.06,812.85,4.97
Geode Creek,Trichoptera,Rhyacophilidae,Rhyacophila,Rhyacophila brunnea-vemna group,Period 4,102.43,89.74,9.06,812.85,4.97
Geode Creek,Trichoptera,Rhyacophilidae,Rhyacophila,Rhyacophila brunnea-vemna group,Period 5,136.11,89.74,9.06,812.85,4.97
Geode Creek,Trichoptera,Rhyacophilidae,Rhyacophila,Rhyacophila brunnea-vemna group,Period 6,6.02,89.74,9.06,812.85,4.97
Geode Creek,Trichoptera,Rhyacophilidae,Rhyacophila ,Rhyacophila ,Period 1,0,0.59,5,2.96,4.97
Geode Creek,Trichoptera,Rhyacophilidae,Rhyacophila ,Rhyacophila ,Period 2,0,0.59,5,2.96,4.97
Geode Creek,Trichoptera,Rhyacophilidae,Rhyacophila ,Rhyacophila ,Period 3,0,0.59,5,2.96,4.97
Geode Creek,Trichoptera,Rhyacophilidae,Rhyacophila ,Rhyacophila ,Period 4,0.22,0.59,5,2.96,4.97
Geode Creek,Trichoptera,Rhyacophilidae,Rhyacophila ,Rhyacophila ,Period 5,0,0.59,5,2.96,4.97
Geode Creek,Trichoptera,Rhyacophilidae,Rhyacophila ,Rhyacophila ,Period 6,2.22,0.59,5,2.96,4.97
Geode Creek,Trichoptera,Rhyacophilidae,Rhyacophila ,Rhyacophila angelita group,Period 1,0,0.83,5,4.15,4.97
Geode Creek,Trichoptera,Rhyacophilidae,Rhyacophila ,Rhyacophila angelita group,Period 2,4.97,0.83,5,4.15,4.97
Geode Creek,Trichoptera,Rhyacophilidae,Rhyacophila ,Rhyacophila angelita group,Period 3,0,0.83,5,4.15,4.97
Geode Creek,Trichoptera,Rhyacophilidae,Rhyacophila ,Rhyacophila angelita group,Period 4,0,0.83,5,4.15,4.97
Geode Creek,Trichoptera,Rhyacophilidae,Rhyacophila ,Rhyacophila angelita group,Period 5,0,0.83,5,4.15,4.97
Geode Creek,Trichoptera,Rhyacophilidae,Rhyacophila ,Rhyacophila angelita group,Period 6,0,0.83,5,4.15,4.97
Geode Creek,Tricladida,Planariidae,Polycelis ,Polycelis ,Period 1,0,1.61,5,8.03,4.97
Geode Creek,Tricladida,Planariidae,Polycelis ,Polycelis ,Period 2,0,1.61,5,8.03,4.97
Geode Creek,Tricladida,Planariidae,Polycelis ,Polycelis ,Period 3,0,1.61,5,8.03,4.97
Geode Creek,Tricladida,Planariidae,Polycelis ,Polycelis ,Period 4,0,1.61,5,8.03,4.97
Geode Creek,Tricladida,Planariidae,Polycelis ,Polycelis ,Period 5,0,1.61,5,8.03,4.97
Geode Creek,Tricladida,Planariidae,Polycelis ,Polycelis ,Period 6,6.43,1.61,5,8.03,4.97
Geode Creek,Trombidiformes,Hydrachnidia,,Hydrachnidia,Period 1,0.54,0.38,5,1.89,4.97
Geode Creek,Trombidiformes,Hydrachnidia,,Hydrachnidia,Period 2,0.33,0.38,5,1.89,4.97
Geode Creek,Trombidiformes,Hydrachnidia,,Hydrachnidia,Period 3,1.61,0.38,5,1.89,4.97
Geode Creek,Trombidiformes,Hydrachnidia,,Hydrachnidia,Period 4,0.06,0.38,5,1.89,4.97
Geode Creek,Trombidiformes,Hydrachnidia,,Hydrachnidia,Period 5,0,0.38,5,1.89,4.97
Geode Creek,Trombidiformes,Hydrachnidia,,Hydrachnidia,Period 6,0,0.38,5,1.89,4.97
Geode Creek,Veneroida,Sphaeriidae,Psidium,Psidium,Period 1,21.51,50.36,6.74,339.31,4.97
Geode Creek,Veneroida,Sphaeriidae,Psidium,Psidium,Period 2,44.85,50.36,6.74,339.31,4.97
Geode Creek,Veneroida,Sphaeriidae,Psidium,Psidium,Period 3,61.59,50.36,6.74,339.31,4.97
Geode Creek,Veneroida,Sphaeriidae,Psidium,Psidium,Period 4,81.58,50.36,6.74,339.31,4.97
Geode Creek,Veneroida,Sphaeriidae,Psidium,Psidium,Period 5,10.56,50.36,6.74,339.31,4.97
Geode Creek,Veneroida,Sphaeriidae,Psidium,Psidium,Period 6,59.52,50.36,6.74,339.31,4.97
Lost Creek,Amphipoda,Gammaridae,Gammarus ,Gammarus,Period 1,481.17,726.52,6.38,4633.11,7.92
Lost Creek,Amphipoda,Gammaridae,Gammarus ,Gammarus,Period 2,583.65,726.52,6.38,4633.11,7.92
Lost Creek,Amphipoda,Gammaridae,Gammarus ,Gammarus,Period 3,610.39,726.52,6.38,4633.11,7.92
Lost Creek,Amphipoda,Gammaridae,Gammarus ,Gammarus,Period 4,1013.69,726.52,6.38,4633.11,7.92
Lost Creek,Amphipoda,Gammaridae,Gammarus ,Gammarus,Period 5,1064.76,726.52,6.38,4633.11,7.92
Lost Creek,Amphipoda,Gammaridae,Gammarus ,Gammarus,Period 5.5,74.05,726.52,6.38,4633.11,7.92
Lost Creek,Amphipoda,Gammaridae,Gammarus ,Gammarus,Period 6,1257.93,726.52,6.38,4633.11,7.92
Lost Creek,Annelida,Hirudinidae,,Hirudinidae,Period 1,4.95,2.59,5,12.95,7.92
Lost Creek,Annelida,Hirudinidae,,Hirudinidae,Period 2,10.8,2.59,5,12.95,7.92
Lost Creek,Annelida,Hirudinidae,,Hirudinidae,Period 3,2.38,2.59,5,12.95,7.92
Lost Creek,Annelida,Hirudinidae,,Hirudinidae,Period 4,0,2.59,5,12.95,7.92
Lost Creek,Annelida,Hirudinidae,,Hirudinidae,Period 5,0,2.59,5,12.95,7.92
Lost Creek,Annelida,Hirudinidae,,Hirudinidae,Period 5.5,0,2.59,5,12.95,7.92
Lost Creek,Annelida,Hirudinidae,,Hirudinidae,Period 6,0,2.59,5,12.95,7.92
Lost Creek,Annelida,Oligochaeta,,Oligochaeta,Period 1,70.03,299.93,3.47,1040,7.92
Lost Creek,Annelida,Oligochaeta,,Oligochaeta,Period 2,294.01,299.93,3.47,1040,7.92
Lost Creek,Annelida,Oligochaeta,,Oligochaeta,Period 3,159.09,299.93,3.47,1040,7.92
Lost Creek,Annelida,Oligochaeta,,Oligochaeta,Period 4,369.99,299.93,3.47,1040,7.92
Lost Creek,Annelida,Oligochaeta,,Oligochaeta,Period 5,334.97,299.93,3.47,1040,7.92
Lost Creek,Annelida,Oligochaeta,,Oligochaeta,Period 5.5,443.02,299.93,3.47,1040,7.92
Lost Creek,Annelida,Oligochaeta,,Oligochaeta,Period 6,295.95,299.93,3.47,1040,7.92
Lost Creek,Coleoptera,Dytiscidae,Agabus,Agabus,Period 1,0,2.07,5,10.33,7.92
Lost Creek,Coleoptera,Dytiscidae,Agabus,Agabus,Period 2,0,2.07,5,10.33,7.92
Lost Creek,Coleoptera,Dytiscidae,Agabus,Agabus,Period 3,0,2.07,5,10.33,7.92
Lost Creek,Coleoptera,Dytiscidae,Agabus,Agabus,Period 4,0,2.07,5,10.33,7.92
Lost Creek,Coleoptera,Dytiscidae,Agabus,Agabus,Period 5,14.46,2.07,5,10.33,7.92
Lost Creek,Coleoptera,Dytiscidae,Agabus,Agabus,Period 5.5,0,2.07,5,10.33,7.92
Lost Creek,Coleoptera,Dytiscidae,Agabus,Agabus,Period 6,0,2.07,5,10.33,7.92
Lost Creek,Coleoptera,Dytiscidae,Celina,Celina,Period 1,21.33,3.05,5,15.24,7.92
Lost Creek,Coleoptera,Dytiscidae,Celina,Celina,Period 2,0,3.05,5,15.24,7.92
Lost Creek,Coleoptera,Dytiscidae,Celina,Celina,Period 3,0,3.05,5,15.24,7.92
Lost Creek,Coleoptera,Dytiscidae,Celina,Celina,Period 4,0,3.05,5,15.24,7.92
Lost Creek,Coleoptera,Dytiscidae,Celina,Celina,Period 5,0,3.05,5,15.24,7.92
Lost Creek,Coleoptera,Dytiscidae,Celina,Celina,Period 5.5,0,3.05,5,15.24,7.92
Lost Creek,Coleoptera,Dytiscidae,Celina,Celina,Period 6,0,3.05,5,15.24,7.92
Lost Creek,Coleoptera,Dytiscidae,,Dytiscidae,Period 1,0.35,0.94,5,4.69,7.92
Lost Creek,Coleoptera,Dytiscidae,,Dytiscidae,Period 2,0,0.94,5,4.69,7.92
Lost Creek,Coleoptera,Dytiscidae,,Dytiscidae,Period 3,1.18,0.94,5,4.69,7.92
Lost Creek,Coleoptera,Dytiscidae,,Dytiscidae,Period 4,0,0.94,5,4.69,7.92
Lost Creek,Coleoptera,Dytiscidae,,Dytiscidae,Period 5,0,0.94,5,4.69,7.92
Lost Creek,Coleoptera,Dytiscidae,,Dytiscidae,Period 5.5,0,0.94,5,4.69,7.92
Lost Creek,Coleoptera,Dytiscidae,,Dytiscidae,Period 6,5.03,0.94,5,4.69,7.92
Lost Creek,Coleoptera,Dytiscidae,,Dytiscidae Adult,Period 1,7.52,16.66,5,83.29,7.92
Lost Creek,Coleoptera,Dytiscidae,,Dytiscidae Adult,Period 2,1.36,16.66,5,83.29,7.92
Lost Creek,Coleoptera,Dytiscidae,,Dytiscidae Adult,Period 3,0,16.66,5,83.29,7.92
Lost Creek,Coleoptera,Dytiscidae,,Dytiscidae Adult,Period 4,2.93,16.66,5,83.29,7.92
Lost Creek,Coleoptera,Dytiscidae,,Dytiscidae Adult,Period 5,104.8,16.66,5,83.29,7.92
Lost Creek,Coleoptera,Dytiscidae,,Dytiscidae Adult,Period 5.5,0,16.66,5,83.29,7.92
Lost Creek,Coleoptera,Dytiscidae,,Dytiscidae Adult,Period 6,0,16.66,5,83.29,7.92
Lost Creek,Coleoptera,Elmidae,Cleptelmis,Cleptelmis addenda,Period 1,0.53,15.81,5,79.03,7.92
Lost Creek,Coleoptera,Elmidae,Cleptelmis,Cleptelmis addenda,Period 2,0,15.81,5,79.03,7.92
Lost Creek,Coleoptera,Elmidae,Cleptelmis,Cleptelmis addenda,Period 3,2.11,15.81,5,79.03,7.92
Lost Creek,Coleoptera,Elmidae,Cleptelmis,Cleptelmis addenda,Period 4,17.71,15.81,5,79.03,7.92
Lost Creek,Coleoptera,Elmidae,Cleptelmis,Cleptelmis addenda,Period 5,64.55,15.81,5,79.03,7.92
Lost Creek,Coleoptera,Elmidae,Cleptelmis,Cleptelmis addenda,Period 5.5,10.82,15.81,5,79.03,7.92
Lost Creek,Coleoptera,Elmidae,Cleptelmis,Cleptelmis addenda,Period 6,14.93,15.81,5,79.03,7.92
Lost Creek,Coleoptera,Elmidae,Cleptelmis,Cleptelmis addenda Adult,Period 1,0,1.82,5,9.11,7.92
Lost Creek,Coleoptera,Elmidae,Cleptelmis,Cleptelmis addenda Adult,Period 2,0,1.82,5,9.11,7.92
Lost Creek,Coleoptera,Elmidae,Cleptelmis,Cleptelmis addenda Adult,Period 3,0,1.82,5,9.11,7.92
Lost Creek,Coleoptera,Elmidae,Cleptelmis,Cleptelmis addenda Adult,Period 4,7.33,1.82,5,9.11,7.92
Lost Creek,Coleoptera,Elmidae,Cleptelmis,Cleptelmis addenda Adult,Period 5,5.43,1.82,5,9.11,7.92
Lost Creek,Coleoptera,Elmidae,Cleptelmis,Cleptelmis addenda Adult,Period 5.5,0,1.82,5,9.11,7.92
Lost Creek,Coleoptera,Elmidae,Cleptelmis,Cleptelmis addenda Adult,Period 6,0,1.82,5,9.11,7.92
Lost Creek,Coleoptera,Elmidae,Heterlimnius,Heterlimnius,Period 1,3.45,52.68,5,263.42,7.92
Lost Creek,Coleoptera,Elmidae,Heterlimnius,Heterlimnius,Period 2,48.49,52.68,5,263.42,7.92
Lost Creek,Coleoptera,Elmidae,Heterlimnius,Heterlimnius,Period 3,49.33,52.68,5,263.42,7.92
Lost Creek,Coleoptera,Elmidae,Heterlimnius,Heterlimnius,Period 4,86.26,52.68,5,263.42,7.92
Lost Creek,Coleoptera,Elmidae,Heterlimnius,Heterlimnius,Period 5,71.47,52.68,5,263.42,7.92
Lost Creek,Coleoptera,Elmidae,Heterlimnius,Heterlimnius,Period 5.5,9.68,52.68,5,263.42,7.92
Lost Creek,Coleoptera,Elmidae,Heterlimnius,Heterlimnius,Period 6,100.1,52.68,5,263.42,7.92
Lost Creek,Coleoptera,Elmidae,Heterlimnius,Heterlimnius Adult,Period 1,0,5.75,5,28.76,7.92
Lost Creek,Coleoptera,Elmidae,Heterlimnius,Heterlimnius Adult,Period 2,0,5.75,5,28.76,7.92
Lost Creek,Coleoptera,Elmidae,Heterlimnius,Heterlimnius Adult,Period 3,0,5.75,5,28.76,7.92
Lost Creek,Coleoptera,Elmidae,Heterlimnius,Heterlimnius Adult,Period 4,9.48,5.75,5,28.76,7.92
Lost Creek,Coleoptera,Elmidae,Heterlimnius,Heterlimnius Adult,Period 5,0,5.75,5,28.76,7.92
Lost Creek,Coleoptera,Elmidae,Heterlimnius,Heterlimnius Adult,Period 5.5,17.58,5.75,5,28.76,7.92
Lost Creek,Coleoptera,Elmidae,Heterlimnius,Heterlimnius Adult,Period 6,13.2,5.75,5,28.76,7.92
Lost Creek,Coleoptera,Elmidae,Narpus,Narpus,Period 1,0,0.69,5,3.46,7.92
Lost Creek,Coleoptera,Elmidae,Narpus,Narpus,Period 2,0,0.69,5,3.46,7.92
Lost Creek,Coleoptera,Elmidae,Narpus,Narpus,Period 3,0,0.69,5,3.46,7.92
Lost Creek,Coleoptera,Elmidae,Narpus,Narpus,Period 4,0,0.69,5,3.46,7.92
Lost Creek,Coleoptera,Elmidae,Narpus,Narpus,Period 5,0,0.69,5,3.46,7.92
Lost Creek,Coleoptera,Elmidae,Narpus,Narpus,Period 5.5,0,0.69,5,3.46,7.92
Lost Creek,Coleoptera,Elmidae,Narpus,Narpus,Period 6,4.84,0.69,5,3.46,7.92
Lost Creek,Coleoptera,Elmidae,Optioservus,Optioservus,Period 1,0,6.18,5,30.89,7.92
Lost Creek,Coleoptera,Elmidae,Optioservus,Optioservus,Period 2,0.53,6.18,5,30.89,7.92
Lost Creek,Coleoptera,Elmidae,Optioservus,Optioservus,Period 3,42.72,6.18,5,30.89,7.92
Lost Creek,Coleoptera,Elmidae,Optioservus,Optioservus,Period 4,0,6.18,5,30.89,7.92
Lost Creek,Coleoptera,Elmidae,Optioservus,Optioservus,Period 5,0,6.18,5,30.89,7.92
Lost Creek,Coleoptera,Elmidae,Optioservus,Optioservus,Period 5.5,0,6.18,5,30.89,7.92
Lost Creek,Coleoptera,Elmidae,Optioservus,Optioservus,Period 6,0,6.18,5,30.89,7.92
Lost Creek,Coleoptera,Elmidae,Optioservus,Optioservus Adult,Period 1,4.07,4.73,5,23.67,7.92
Lost Creek,Coleoptera,Elmidae,Optioservus,Optioservus Adult,Period 2,14.84,4.73,5,23.67,7.92
Lost Creek,Coleoptera,Elmidae,Optioservus,Optioservus Adult,Period 3,14.22,4.73,5,23.67,7.92
Lost Creek,Coleoptera,Elmidae,Optioservus,Optioservus Adult,Period 4,0,4.73,5,23.67,7.92
Lost Creek,Coleoptera,Elmidae,Optioservus,Optioservus Adult,Period 5,0,4.73,5,23.67,7.92
Lost Creek,Coleoptera,Elmidae,Optioservus,Optioservus Adult,Period 5.5,0,4.73,5,23.67,7.92
Lost Creek,Coleoptera,Elmidae,Optioservus,Optioservus Adult,Period 6,0,4.73,5,23.67,7.92
Lost Creek,Coleoptera,Elmidae,Zaitzevia,Zaitzevia,Period 1,2.42,1.09,5,5.43,7.92
Lost Creek,Coleoptera,Elmidae,Zaitzevia,Zaitzevia,Period 2,0,1.09,5,5.43,7.92
Lost Creek,Coleoptera,Elmidae,Zaitzevia,Zaitzevia,Period 3,0,1.09,5,5.43,7.92
Lost Creek,Coleoptera,Elmidae,Zaitzevia,Zaitzevia,Period 4,5.18,1.09,5,5.43,7.92
Lost Creek,Coleoptera,Elmidae,Zaitzevia,Zaitzevia,Period 5,0,1.09,5,5.43,7.92
Lost Creek,Coleoptera,Elmidae,Zaitzevia,Zaitzevia,Period 5.5,0,1.09,5,5.43,7.92
Lost Creek,Coleoptera,Elmidae,Zaitzevia,Zaitzevia,Period 6,0,1.09,5,5.43,7.92
Lost Creek,Coleoptera,Elmidae,,Elmidae,Period 1,0,7.78,5,38.92,7.92
Lost Creek,Coleoptera,Elmidae,,Elmidae,Period 2,0,7.78,5,38.92,7.92
Lost Creek,Coleoptera,Elmidae,,Elmidae,Period 3,0,7.78,5,38.92,7.92
Lost Creek,Coleoptera,Elmidae,,Elmidae,Period 4,12,7.78,5,38.92,7.92
Lost Creek,Coleoptera,Elmidae,,Elmidae,Period 5,15.55,7.78,5,38.92,7.92
Lost Creek,Coleoptera,Elmidae,,Elmidae,Period 5.5,8.05,7.78,5,38.92,7.92
Lost Creek,Coleoptera,Elmidae,,Elmidae,Period 6,18.9,7.78,5,38.92,7.92
Lost Creek,Coleoptera,Georissidae,,Georissidae,Period 1,0,0.61,5,3.05,7.92
Lost Creek,Coleoptera,Georissidae,,Georissidae,Period 2,4.28,0.61,5,3.05,7.92
Lost Creek,Coleoptera,Georissidae,,Georissidae,Period 3,0,0.61,5,3.05,7.92
Lost Creek,Coleoptera,Georissidae,,Georissidae,Period 4,0,0.61,5,3.05,7.92
Lost Creek,Coleoptera,Georissidae,,Georissidae,Period 5,0,0.61,5,3.05,7.92
Lost Creek,Coleoptera,Georissidae,,Georissidae,Period 5.5,0,0.61,5,3.05,7.92
Lost Creek,Coleoptera,Georissidae,,Georissidae,Period 6,0,0.61,5,3.05,7.92
Lost Creek,Coleoptera,Hydrophilidae,Ametor,Ametor Adult,Period 1,0,0.31,5,1.57,7.92
Lost Creek,Coleoptera,Hydrophilidae,Ametor,Ametor Adult,Period 2,2.2,0.31,5,1.57,7.92
Lost Creek,Coleoptera,Hydrophilidae,Ametor,Ametor Adult,Period 3,0,0.31,5,1.57,7.92
Lost Creek,Coleoptera,Hydrophilidae,Ametor,Ametor Adult,Period 4,0,0.31,5,1.57,7.92
Lost Creek,Coleoptera,Hydrophilidae,Ametor,Ametor Adult,Period 5,0,0.31,5,1.57,7.92
Lost Creek,Coleoptera,Hydrophilidae,Ametor,Ametor Adult,Period 5.5,0,0.31,5,1.57,7.92
Lost Creek,Coleoptera,Hydrophilidae,Ametor,Ametor Adult,Period 6,0,0.31,5,1.57,7.92
Lost Creek,Coleoptera,,,Coleoptera,Period 1,0,0.15,5,0.77,7.92
Lost Creek,Coleoptera,,,Coleoptera,Period 2,0,0.15,5,0.77,7.92
Lost Creek,Coleoptera,,,Coleoptera,Period 3,0,0.15,5,0.77,7.92
Lost Creek,Coleoptera,,,Coleoptera,Period 4,1.07,0.15,5,0.77,7.92
Lost Creek,Coleoptera,,,Coleoptera,Period 5,0,0.15,5,0.77,7.92
Lost Creek,Coleoptera,,,Coleoptera,Period 5.5,0,0.15,5,0.77,7.92
Lost Creek,Coleoptera,,,Coleoptera,Period 6,0,0.15,5,0.77,7.92
Lost Creek,Coleoptera,,,Coleoptera Adult,Period 1,0,2.68,5,13.42,7.92
Lost Creek,Coleoptera,,,Coleoptera Adult,Period 2,0,2.68,5,13.42,7.92
Lost Creek,Coleoptera,,,Coleoptera Adult,Period 3,18.78,2.68,5,13.42,7.92
Lost Creek,Coleoptera,,,Coleoptera Adult,Period 4,0,2.68,5,13.42,7.92
Lost Creek,Coleoptera,,,Coleoptera Adult,Period 5,0,2.68,5,13.42,7.92
Lost Creek,Coleoptera,,,Coleoptera Adult,Period 5.5,0,2.68,5,13.42,7.92
Lost Creek,Coleoptera,,,Coleoptera Adult,Period 6,0,2.68,5,13.42,7.92
Lost Creek,Diptera,Ceratopogonidae,,Ceratopogoninae,Period 1,0.72,17.68,5,88.39,7.92
Lost Creek,Diptera,Ceratopogonidae,,Ceratopogoninae,Period 2,0,17.68,5,88.39,7.92
Lost Creek,Diptera,Ceratopogonidae,,Ceratopogoninae,Period 3,9.93,17.68,5,88.39,7.92
Lost Creek,Diptera,Ceratopogonidae,,Ceratopogoninae,Period 4,18.34,17.68,5,88.39,7.92
Lost Creek,Diptera,Ceratopogonidae,,Ceratopogoninae,Period 5,42.42,17.68,5,88.39,7.92
Lost Creek,Diptera,Ceratopogonidae,,Ceratopogoninae,Period 5.5,0,17.68,5,88.39,7.92
Lost Creek,Diptera,Ceratopogonidae,,Ceratopogoninae,Period 6,52.34,17.68,5,88.39,7.92
Lost Creek,Diptera,Chironomidae,,Chironomidae,Period 1,0,29.88,24.5,732.05,7.92
Lost Creek,Diptera,Chironomidae,,Chironomidae,Period 2,3.46,29.88,24.5,732.05,7.92
Lost Creek,Diptera,Chironomidae,,Chironomidae,Period 3,0,29.88,24.5,732.05,7.92
Lost Creek,Diptera,Chironomidae,,Chironomidae,Period 4,205.69,29.88,24.5,732.05,7.92
Lost Creek,Diptera,Chironomidae,,Chironomidae,Period 5,0,29.88,24.5,732.05,7.92
Lost Creek,Diptera,Chironomidae,,Chironomidae,Period 5.5,0,29.88,24.5,732.05,7.92
Lost Creek,Diptera,Chironomidae,,Chironomidae,Period 6,0,29.88,24.5,732.05,7.92
Lost Creek,Diptera,Chironomidae,,Chironominae,Period 1,47.77,115.67,24.15,2793.61,7.92
Lost Creek,Diptera,Chironomidae,,Chironominae,Period 2,22.85,115.67,24.15,2793.61,7.92
Lost Creek,Diptera,Chironomidae,,Chironominae,Period 3,84.3,115.67,24.15,2793.61,7.92
Lost Creek,Diptera,Chironomidae,,Chironominae,Period 4,274.98,115.67,24.15,2793.61,7.92
Lost Creek,Diptera,Chironomidae,,Chironominae,Period 5,267.87,115.67,24.15,2793.61,7.92
Lost Creek,Diptera,Chironomidae,,Chironominae,Period 5.5,84.67,115.67,24.15,2793.61,7.92
Lost Creek,Diptera,Chironomidae,,Chironominae,Period 6,27.24,115.67,24.15,2793.61,7.92
Lost Creek,Diptera,Chironomidae,,Orthocladinae,Period 1,82.72,260.06,25.69,6680.36,7.92
Lost Creek,Diptera,Chironomidae,,Orthocladinae,Period 2,101.09,260.06,25.69,6680.36,7.92
Lost Creek,Diptera,Chironomidae,,Orthocladinae,Period 3,143.63,260.06,25.69,6680.36,7.92
Lost Creek,Diptera,Chironomidae,,Orthocladinae,Period 4,112.41,260.06,25.69,6680.36,7.92
Lost Creek,Diptera,Chironomidae,,Orthocladinae,Period 5,645.78,260.06,25.69,6680.36,7.92
Lost Creek,Diptera,Chironomidae,,Orthocladinae,Period 5.5,201.87,260.06,25.69,6680.36,7.92
Lost Creek,Diptera,Chironomidae,,Orthocladinae,Period 6,532.93,260.06,25.69,6680.36,7.92
Lost Creek,Diptera,Chironomidae,,Tanypodinae,Period 1,98.31,39.64,15.44,611.92,7.92
Lost Creek,Diptera,Chironomidae,,Tanypodinae,Period 2,14.18,39.64,15.44,611.92,7.92
Lost Creek,Diptera,Chironomidae,,Tanypodinae,Period 3,38.45,39.64,15.44,611.92,7.92
Lost Creek,Diptera,Chironomidae,,Tanypodinae,Period 4,99.27,39.64,15.44,611.92,7.92
Lost Creek,Diptera,Chironomidae,,Tanypodinae,Period 5,14.19,39.64,15.44,611.92,7.92
